p,rho,theta,sigma1,sigma2,sigma3,f
789.4736842105262,165.1110779242696,0.0523598775598298,902.5370696807511,796.5292321465231,669.3547508043041,-29.13724904545935
894.7368421052631,165.1110779242696,0.0523598775598298,1007.800227575488,901.79239004126,774.617908699041,-29.13724904545935
1000.0,165.1110779242696,0.0523598775598298,1113.0633854702248,1007.0555479359969,879.8810665937779,-29.13724904545935
-1000.0,157.67058418829853,0.1047197551196597,-895.8491804285537,-986.5432677019583,-1117.6075518694877,-27.82422073911151
-894.7368421052631,157.67058418829853,0.1047197551196597,-790.5860225338168,-881.2801098072214,-1012.3443939747508,-27.82422073911151
-789.4736842105264,157.67058418829853,0.1047197551196597,-685.3228646390802,-776.0169519124847,-907.0812360800142,-27.82422073911151
-684.2105263157895,157.67058418829853,0.1047197551196597,-580.0597067443433,-670.7537940177479,-801.8180781852773,-27.82422073911151
-578.9473684210527,157.67058418829853,0.1047197551196597,-474.79654884960655,-565.4906361230111,-696.5549202905405,-27.82422073911151
-473.68421052631584,157.67058418829853,0.1047197551196597,-369.5333909548696,-460.22747822827415,-591.2917623958035,-27.82422073911151
-368.42105263157896,157.67058418829853,0.1047197551196597,-264.27023306013274,-354.9643203335373,-486.02860450106664,-27.82422073911151
-263.1578947368422,157.67058418829853,0.1047197551196597,-159.00707516539597,-249.70116243880054,-380.7654466063299,-27.82422073911151
-157.89473684210532,157.67058418829853,0.1047197551196597,-53.74391727065917,-144.43800454406372,-275.50228871159305,-27.82422073911151
-52.63157894736844,157.67058418829853,0.1047197551196597,51.51924062407772,-39.174846649326824,-170.23913081685617,-27.82422073911151
52.631578947368325,157.67058418829853,0.1047197551196597,156.78239851881446,66.08831124540993,-64.97597292211944,-27.82422073911151
157.8947368421052,157.67058418829853,0.1047197551196597,262.0455564135513,171.35146914014678,40.287184972617425,-27.82422073911151
263.1578947368421,157.67058418829853,0.1047197551196597,367.30871430828824,276.6146270348837,145.55034286735435,-27.82422073911151
368.42105263157896,157.67058418829853,0.1047197551196597,472.57187220302507,381.87778492962053,250.81350076209117,-27.82422073911151
473.6842105263156,157.67058418829853,0.1047197551196597,577.8350300977617,487.1409428243572,356.0766586568278,-27.82422073911151
578.9473684210525,157.67058418829853,0.1047197551196597,683.0981879924985,592.404100719094,461.33981655156464,-27.82422073911151
684.2105263157894,157.67058418829853,0.1047197551196597,788.3613458872355,697.667258613831,566.6029744463016,-27.82422073911151
789.4736842105262,157.67058418829853,0.1047197551196597,893.6245037819723,802.9304165085678,671.8661323410383,-27.82422073911151
894.7368421052631,157.67058418829853,0.1047197551196597,998.8876616767092,908.1935744033046,777.1292902357752,-27.82422073911151
1000.0,157.67058418829853,0.1047197551196597,1104.150819571446,1013.4567322980415,882.3924481305121,-27.82422073911151
-1000.0,151.19688926873408,0.1570796326794896,-904.059976387944,-980.6878926044188,-1115.252131007637,-26.681803988600137
-894.7368421052631,151.19688926873408,0.1570796326794896,-798.7968184932071,-875.424734709682,-1009.9889731129,-26.681803988600137
-789.4736842105264,151.19688926873408,0.1570796326794896,-693.5336605984704,-770.1615768149453,-904.7258152181633,-26.681803988600137
-684.2105263157895,151.19688926873408,0.1570796326794896,-588.2705027037335,-664.8984189202084,-799.4626573234265,-26.681803988600137
-578.9473684210527,151.19688926873408,0.1570796326794896,-483.0073448089967,-559.6352610254717,-694.1994994286897,-26.681803988600137
-473.68421052631584,151.19688926873408,0.1570796326794896,-377.7441869142598,-454.3721031307348,-588.9363415339528,-26.681803988600137
-368.42105263157896,151.19688926873408,0.1570796326794896,-272.4810290195229,-349.1089452359979,-483.6731836392159,-26.681803988600137
-263.1578947368422,151.19688926873408,0.1570796326794896,-167.21787112478614,-243.84578734126111,-378.4100257444791,-26.681803988600137
-157.89473684210532,151.19688926873408,0.1570796326794896,-61.954713230049336,-138.5826294465243,-273.1468678497423,-26.681803988600137
-52.63157894736844,151.19688926873408,0.1570796326794896,43.30844466468755,-33.319471551787416,-167.88370995500543,-26.681803988600137
52.631578947368325,151.19688926873408,0.1570796326794896,148.5716025594243,71.94368634294933,-62.620552060268686,-26.681803988600137
157.8947368421052,151.19688926873408,0.1570796326794896,253.83476045416114,177.2068442376862,42.64260583446817,-26.681803988600137
263.1578947368421,151.19688926873408,0.1570796326794896,359.0979183488981,282.4700021324231,147.9057637292051,-26.681803988600137
368.42105263157896,151.19688926873408,0.1570796326794896,464.3610762436349,387.7331600271599,253.1689216239419,-26.681803988600137
473.6842105263156,151.19688926873408,0.1570796326794896,569.6242341383715,492.99631792189655,358.43207951867856,-26.681803988600137
578.9473684210525,151.19688926873408,0.1570796326794896,674.8873920331083,598.2594758166334,463.6952374134154,-26.681803988600137
684.2105263157894,151.19688926873408,0.1570796326794896,780.1505499278453,703.5226337113704,568.9583953081524,-26.681803988600137
789.4736842105262,151.19688926873408,0.1570796326794896,885.4137078225821,808.7857916061072,674.2215532028891,-26.681803988600137
894.7368421052631,151.19688926873408,0.1570796326794896,990.676865717319,914.0489495008441,779.484711097626,-26.681803988600137
1000.0,151.19688926873408,0.1570796326794896,1095.940023612056,1019.3121073955809,884.7478689923629,-26.681803988600137
-1000.0,145.6768454973891,0.2094395102393195,-911.6069016069871,-975.2700174805012,-1113.1230809125113,-25.707678617186314
-894.7368421052631,145.6768454973891,0.2094395102393195,-806.3437437122502,-870.0068595857643,-1007.8599230177745,-25.707678617186314
-789.4736842105264,145.6768454973891,0.2094395102393195,-701.0805858175136,-764.7437016910277,-902.5967651230378,-25.707678617186314
-684.2105263157895,145.6768454973891,0.2094395102393195,-595.8174279227767,-659.4805437962908,-797.3336072283009,-25.707678617186314
-578.9473684210527,145.6768454973891,0.2094395102393195,-490.5542700280399,-554.217385901554,-692.0704493335643,-25.707678617186314
-473.68421052631584,145.6768454973891,0.2094395102393195,-385.29111213330293,-448.9542280068171,-586.8072914388273,-25.707678617186314
-368.42105263157896,145.6768454973891,0.2094395102393195,-280.02795423856605,-343.69107011208024,-481.5441335440904,-25.707678617186314
-263.1578947368422,145.6768454973891,0.2094395102393195,-174.76479634382932,-238.42791221734348,-376.28097564935365,-25.707678617186314
-157.89473684210532,145.6768454973891,0.2094395102393195,-69.5016384490925,-133.16475432260665,-271.01781775461683,-25.707678617186314
-52.63157894736844,145.6768454973891,0.2094395102393195,35.76151944564439,-27.901596427869755,-165.75465985987995,-25.707678617186314
52.631578947368325,145.6768454973891,0.2094395102393195,141.02467734038115,77.36156146686699,-60.49150196514319,-25.707678617186314
157.8947368421052,145.6768454973891,0.2094395102393195,246.287835235118,182.62471936160387,44.77165592959366,-25.707678617186314
263.1578947368421,145.6768454973891,0.2094395102393195,351.5509931298549,287.88787725634074,150.03481382433057,-25.707678617186314
368.42105263157896,145.6768454973891,0.2094395102393195,456.81415102459175,393.15103515107756,255.2979717190674,-25.707678617186314
473.6842105263156,145.6768454973891,0.2094395102393195,562.0773089193284,498.4141930458142,360.56112961380404,-25.707678617186314
578.9473684210525,145.6768454973891,0.2094395102393195,667.3404668140652,603.677350940551,465.82428750854086,-25.707678617186314
684.2105263157894,145.6768454973891,0.2094395102393195,772.6036247088022,708.940508835288,571.0874454032778,-25.707678617186314
789.4736842105262,145.6768454973891,0.2094395102393195,877.8667826035389,814.2036667300248,676.3506032980147,-25.707678617186314
894.7368421052631,145.6768454973891,0.2094395102393195,983.1299404982758,919.4668246247617,781.6137611927516,-25.707678617186314
1000.0,145.6768454973891,0.2094395102393195,1088.3930983930127,1024.7299825194987,886.8769190874884,-25.707678617186314
-1000.0,141.08322848563063,0.2617993877991494,-918.5455600556795,-970.1856057293447,-1111.2688342149754,-24.897040320993646
-894.7368421052631,141.08322848563063,0.2617993877991494,-813.2824021609426,-864.9224478346079,-1006.0056763202385,-24.897040320993646
-789.4736842105264,141.08322848563063,0.2617993877991494,-708.019244266206,-759.6592899398712,-900.7425184255019,-24.897040320993646
-684.2105263157895,141.08322848563063,0.2617993877991494,-602.7560863714691,-654.3961320451343,-795.479360530765,-24.897040320993646
-578.9473684210527,141.08322848563063,0.2617993877991494,-497.4929284767324,-549.1329741503976,-690.2162026360282,-24.897040320993646
-473.68421052631584,141.08322848563063,0.2617993877991494,-392.22977058199547,-443.8698162556606,-584.9530447412913,-24.897040320993646
-368.42105263157896,141.08322848563063,0.2617993877991494,-286.9666126872586,-338.60665836092375,-479.6898868465544,-24.897040320993646
-263.1578947368422,141.08322848563063,0.2617993877991494,-181.70345479252182,-233.34350046618698,-374.4267289518176,-24.897040320993646
-157.89473684210532,141.08322848563063,0.2617993877991494,-76.44029689778499,-128.08034257145016,-269.1635710570808,-24.897040320993646
-52.63157894736844,141.08322848563063,0.2617993877991494,28.822860996951896,-22.817184676713282,-163.9004131623439,-24.897040320993646
52.631578947368325,141.08322848563063,0.2617993877991494,134.08601889168864,82.44597321802347,-58.637255267607166,-24.897040320993646
157.8947368421052,141.08322848563063,0.2617993877991494,239.34917678642552,187.70913111276033,46.62590262712969,-24.897040320993646
263.1578947368421,141.08322848563063,0.2617993877991494,344.6123346811624,292.97228900749724,151.8890605218666,-24.897040320993646
368.42105263157896,141.08322848563063,0.2617993877991494,449.8754925758992,398.23544690223406,257.15221841660343,-24.897040320993646
473.6842105263156,141.08322848563063,0.2617993877991494,555.1386504706359,503.4986047969707,362.4153763113401,-24.897040320993646
578.9473684210525,141.08322848563063,0.2617993877991494,660.4018083653727,608.7617626917075,467.6785342060769,-24.897040320993646
684.2105263157894,141.08322848563063,0.2617993877991494,765.6649662601097,714.0249205864445,572.9416921008138,-24.897040320993646
789.4736842105262,141.08322848563063,0.2617993877991494,870.9281241548465,819.2880784811813,678.2048499955506,-24.897040320993646
894.7368421052631,141.08322848563063,0.2617993877991494,976.1912820495834,924.5512363759182,783.4680078902875,-24.897040320993646
1000.0,141.08322848563063,0.2617993877991494,1081.4544399443203,1029.814394270655,888.7311657850244,-24.897040320993646
-1000.0,137.38326872596411,0.3141592653589793,-924.9416331078684,-965.3366462103522,-1109.721720681779,-24.244106245758378
-894.7368421052631,137.38326872596411,0.3141592653589793,-819.6784752131315,-860.0734883156154,-1004.4585627870422,-24.244106245758378
-789.4736842105264,137.38326872596411,0.3141592653589793,-714.4153173183948,-754.8103304208787,-899.1954048923055,-24.244106245758378
-684.2105263157895,137.38326872596411,0.3141592653589793,-609.152159423658,-649.5471725261418,-793.9322469975687,-24.244106245758378
-578.9473684210527,137.38326872596411,0.3141592653589793,-503.8890015289212,-544.2840146314051,-688.6690891028319,-24.244106245758378
-473.68421052631584,137.38326872596411,0.3141592653589793,-398.62584363418426,-439.0208567366682,-583.4059312080949,-24.244106245758378
-368.42105263157896,137.38326872596411,0.3141592653589793,-293.3626857394474,-333.7576988419313,-478.1427733133581,-24.244106245758378
-263.1578947368422,137.38326872596411,0.3141592653589793,-188.09952784471062,-228.4945409471945,-372.8796154186213,-24.244106245758378
-157.89473684210532,137.38326872596411,0.3141592653589793,-82.83636994997379,-123.23138305245769,-267.6164575238845,-24.244106245758378
-52.63157894736844,137.38326872596411,0.3141592653589793,22.4267879447631,-17.968225157720802,-162.35329962914759,-24.244106245758378
52.631578947368325,137.38326872596411,0.3141592653589793,127.68994583949984,87.29493273701596,-57.09014173441084,-24.244106245758378
157.8947368421052,137.38326872596411,0.3141592653589793,232.95310373423672,192.5580906317528,48.173016160326014,-24.244106245758378
263.1578947368421,137.38326872596411,0.3141592653589793,338.2162616289736,297.82124852648974,153.4361740550629,-24.244106245758378
368.42105263157896,137.38326872596411,0.3141592653589793,443.4794195237104,403.0844064212265,258.6993319497997,-24.244106245758378
473.6842105263156,137.38326872596411,0.3141592653589793,548.7425774184471,508.34756431596315,363.9624898445364,-24.244106245758378
578.9473684210525,137.38326872596411,0.3141592653589793,654.0057353131839,613.6107222107,469.2256477392732,-24.244106245758378
684.2105263157894,137.38326872596411,0.3141592653589793,759.2688932079209,718.873880105437,574.4888056340102,-24.244106245758378
789.4736842105262,137.38326872596411,0.3141592653589793,864.5320511026576,824.1370380001738,679.751963528747,-24.244106245758378
894.7368421052631,137.38326872596411,0.3141592653589793,969.7952089973945,929.4001958949107,785.0151214234838,-24.244106245758378
1000.0,137.38326872596411,0.3141592653589793,1075.0583668921315,1034.6633537896475,890.2782793182207,-24.244106245758378
-1000.0,134.54451130347417,0.3665191429188091,-930.8659244509385,-960.6314410742413,-1108.50263447482,-23.74314905355427
-894.7368421052631,134.54451130347417,0.3665191429188091,-825.6027665562016,-855.3682831795044,-1003.2394765800831,-23.74314905355427
-789.4736842105264,134.54451130347417,0.3665191429188091,-720.3396086614649,-750.1051252847677,-897.9763186853464,-23.74314905355427
-684.2105263157895,134.54451130347417,0.3665191429188091,-615.076450766728,-644.8419673900308,-792.7131607906095,-23.74314905355427
-578.9473684210527,134.54451130347417,0.3665191429188091,-509.8132928719913,-539.5788094952941,-687.4500028958728,-23.74314905355427
-473.68421052631584,134.54451130347417,0.3665191429188091,-404.55013497725434,-434.3156516005571,-582.1868450011359,-23.74314905355427
-368.42105263157896,134.54451130347417,0.3665191429188091,-299.28697708251747,-329.0524937058202,-476.92368710639903,-23.74314905355427
-263.1578947368422,134.54451130347417,0.3665191429188091,-194.0238191877807,-223.78933581108348,-371.66052921166226,-23.74314905355427
-157.89473684210532,134.54451130347417,0.3665191429188091,-88.76066129304387,-118.52617791634665,-266.39737131692544,-23.74314905355427
-52.63157894736844,134.54451130347417,0.3665191429188091,16.502496601693018,-13.26302002160977,-161.13421342218854,-23.74314905355427
52.631578947368325,134.54451130347417,0.3665191429188091,121.76565449642976,92.00013787312699,-55.871055527451794,-23.74314905355427
157.8947368421052,134.54451130347417,0.3665191429188091,227.02881239116664,197.26329576786384,49.39210236728506,-23.74314905355427
263.1578947368421,134.54451130347417,0.3665191429188091,332.2919702859035,302.5264536626007,154.65526026202195,-23.74314905355427
368.42105263157896,134.54451130347417,0.3665191429188091,437.55512818064034,407.7896115573376,259.9184181567588,-23.74314905355427
473.6842105263156,134.54451130347417,0.3665191429188091,542.818286075377,513.0527694520742,365.1815760514954,-23.74314905355427
578.9473684210525,134.54451130347417,0.3665191429188091,648.0814439701138,618.315927346811,470.44473394623225,-23.74314905355427
684.2105263157894,134.54451130347417,0.3665191429188091,753.3446018648508,723.579085241548,575.7078918409693,-23.74314905355427
789.4736842105262,134.54451130347417,0.3665191429188091,858.6077597595876,828.8422431362848,680.9710497357061,-23.74314905355427
894.7368421052631,134.54451130347417,0.3665191429188091,963.8709176543244,934.1054010310216,786.2342076304429,-23.74314905355427
1000.0,134.54451130347417,0.3665191429188091,1069.1340755490614,1039.3685589257586,891.4973655251798,-23.74314905355427
-1000.0,132.53869259093952,0.418879020478639,-936.3914145036891,-955.9840223369606,-1107.62456315935,-23.38918104545992
-894.7368421052631,132.53869259093952,0.418879020478639,-831.1282566089523,-850.7208644422237,-1002.361405264613,-23.38918104545992
-789.4736842105264,132.53869259093952,0.418879020478639,-725.8650987142156,-745.4577065474871,-897.0982473698764,-23.38918104545992
-684.2105263157895,132.53869259093952,0.418879020478639,-620.6019408194787,-640.1945486527502,-791.8350894751395,-23.38918104545992
-578.9473684210527,132.53869259093952,0.418879020478639,-515.338782924742,-534.9313907580134,-686.5719315804027,-23.38918104545992
-473.68421052631584,132.53869259093952,0.418879020478639,-410.0756250300051,-429.66823286327644,-581.3087736856658,-23.38918104545992
-368.42105263157896,132.53869259093952,0.418879020478639,-304.8124671352682,-324.40507496853957,-476.04561579092893,-23.38918104545992
-263.1578947368422,132.53869259093952,0.418879020478639,-199.54930924053144,-219.1419170738028,-370.78245789619217,-23.38918104545992
-157.89473684210532,132.53869259093952,0.418879020478639,-94.28615134579462,-113.878759179066,-265.51930000145535,-23.38918104545992
-52.63157894736844,132.53869259093952,0.418879020478639,10.97700654894227,-8.61560128432911,-160.25614210671847,-23.38918104545992
52.631578947368325,132.53869259093952,0.418879020478639,116.24016444367902,96.64755661040763,-54.992984211981714,-23.38918104545992
157.8947368421052,132.53869259093952,0.418879020478639,221.50332233841587,201.91071450514448,50.27017368275514,-23.38918104545992
263.1578947368421,132.53869259093952,0.418879020478639,326.7664802331528,307.1738723998814,155.53333157749205,-23.38918104545992
368.42105263157896,132.53869259093952,0.418879020478639,432.0296381278896,412.43703029461824,260.79648947222887,-23.38918104545992
473.6842105263156,132.53869259093952,0.418879020478639,537.2927960226262,517.7001881893549,366.0596473669655,-23.38918104545992
578.9473684210525,132.53869259093952,0.418879020478639,642.5559539173631,622.9633460840917,471.32280526170234,-23.38918104545992
684.2105263157894,132.53869259093952,0.418879020478639,747.8191118121001,728.2265039788286,576.5859631564393,-23.38918104545992
789.4736842105262,132.53869259093952,0.418879020478639,853.0822697068369,833.4896618735654,681.8491210511761,-23.38918104545992
894.7368421052631,132.53869259093952,0.418879020478639,958.3454276015738,938.7528197683023,787.112278945913,-23.38918104545992
1000.0,132.53869259093952,0.418879020478639,1063.6085854963105,1044.0159776630392,892.3754368406499,-23.38918104545992
-1000.0,131.34420347470675,0.4712388980384689,-941.5917699218438,-951.3131085777703,-1107.0951215003856,-23.178388848477667
-894.7368421052631,131.34420347470675,0.4712388980384689,-836.3286120271069,-846.0499506830334,-1001.8319636056488,-23.178388848477667
-789.4736842105264,131.34420347470675,0.4712388980384689,-731.0654541323703,-740.7867927882968,-896.5688057109121,-23.178388848477667
-684.2105263157895,131.34420347470675,0.4712388980384689,-625.8022962376334,-635.5236348935599,-791.3056478161752,-23.178388848477667
-578.9473684210527,131.34420347470675,0.4712388980384689,-520.5391383428966,-530.2604769988232,-686.0424899214383,-23.178388848477667
-473.68421052631584,131.34420347470675,0.4712388980384689,-415.27598044815966,-424.9973191040862,-580.7793320267015,-23.178388848477667
-368.42105263157896,131.34420347470675,0.4712388980384689,-310.0128225534228,-319.73416120934934,-475.5161741319646,-23.178388848477667
-263.1578947368422,131.34420347470675,0.4712388980384689,-204.74966465868602,-214.47100331461257,-370.2530162372278,-23.178388848477667
-157.89473684210532,131.34420347470675,0.4712388980384689,-99.4865067639492,-109.20784541987574,-264.989858342491,-23.178388848477667
-52.63157894736844,131.34420347470675,0.4712388980384689,5.776651130787684,-3.9446875251388533,-159.72670044775413,-23.178388848477667
52.631578947368325,131.34420347470675,0.4712388980384689,111.03980902552443,101.31847036959789,-54.46354255301737,-23.178388848477667
157.8947368421052,131.34420347470675,0.4712388980384689,216.3029669202613,206.58162826433477,50.79961534171949,-23.178388848477667
263.1578947368421,131.34420347470675,0.4712388980384689,321.5661248149982,311.84478615907165,156.0627732364564,-23.178388848477667
368.42105263157896,131.34420347470675,0.4712388980384689,426.829282709735,417.10794405380847,261.3259311311932,-23.178388848477667
473.6842105263156,131.34420347470675,0.4712388980384689,532.0924406044717,522.3711019485452,366.58908902592987,-23.178388848477667
578.9473684210525,131.34420347470675,0.4712388980384689,637.3555984992084,627.6342598432819,471.8522469206667,-23.178388848477667
684.2105263157894,131.34420347470675,0.4712388980384689,742.6187563939454,732.8974177380189,577.1154048154037,-23.178388848477667
789.4736842105262,131.34420347470675,0.4712388980384689,847.8819142886822,838.1605756327557,682.3785627101404,-23.178388848477667
894.7368421052631,131.34420347470675,0.4712388980384689,953.1450721834191,943.4237335274926,787.6417206048773,-23.178388848477667
1000.0,131.34420347470675,0.4712388980384689,1058.408230078156,1048.6868914222296,892.9048784996141,-23.178388848477667
-1000.0,130.9475648657674,0.5235987755982988,-946.5408805031445,-946.5408805031445,-1106.9182389937105,-23.10839379984131
-894.7368421052631,130.9475648657674,0.5235987755982988,-841.2777226084077,-841.2777226084077,-1001.6550810989737,-23.10839379984131
-789.4736842105264,130.9475648657674,0.5235987755982988,-736.014564713671,-736.014564713671,-896.3919232042371,-23.10839379984131
-684.2105263157895,130.9475648657674,0.5235987755982988,-630.7514068189341,-630.7514068189341,-791.1287653095002,-23.10839379984131
-578.9473684210527,130.9475648657674,0.5235987755982988,-525.4882489241974,-525.4882489241974,-685.8656074147634,-23.10839379984131
-473.68421052631584,130.9475648657674,0.5235987755982988,-420.22509102946043,-420.22509102946043,-580.6024495200264,-23.10839379984131
-368.42105263157896,130.9475648657674,0.5235987755982988,-314.96193313472355,-314.96193313472355,-475.3392916252896,-23.10839379984131
-263.1578947368422,130.9475648657674,0.5235987755982988,-209.6987752399868,-209.69877523998682,-370.07613373055284,-23.10839379984131
-157.89473684210532,130.9475648657674,0.5235987755982988,-104.43561734524995,-104.43561734525,-264.812975835816,-23.10839379984131
-52.63157894736844,130.9475648657674,0.5235987755982988,0.8275405494869332,0.8275405494868977,-159.5498179410791,-23.10839379984131
52.631578947368325,130.9475648657674,0.5235987755982988,106.09069844422368,106.09069844422365,-54.28666004634237,-23.10839379984131
157.8947368421052,130.9475648657674,0.5235987755982988,211.35385633896055,211.3538563389605,50.97649784839449,-23.10839379984131
263.1578947368421,130.9475648657674,0.5235987755982988,316.61701423369743,316.61701423369743,156.23965574313138,-23.10839379984131
368.42105263157896,130.9475648657674,0.5235987755982988,421.88017212843425,421.88017212843425,261.5028136378682,-23.10839379984131
473.6842105263156,130.9475648657674,0.5235987755982988,527.143330023171,527.1433300231708,366.76597153260485,-23.10839379984131
578.9473684210525,130.9475648657674,0.5235987755982988,632.4064879179077,632.4064879179077,472.0291294273417,-23.10839379984131
684.2105263157894,130.9475648657674,0.5235987755982988,737.6696458126447,737.6696458126447,577.2922873220787,-23.10839379984131
789.4736842105262,130.9475648657674,0.5235987755982988,842.9328037073815,842.9328037073815,682.5554452168154,-23.10839379984131
894.7368421052631,130.9475648657674,0.5235987755982988,948.1959616021184,948.1959616021184,787.8186031115523,-23.10839379984131
1000.0,130.9475648657674,0.5235987755982988,1053.4591194968552,1053.4591194968552,893.0817610062892,-23.10839379984131
-1000.0,131.34420347470675,0.5759586531581287,-951.3131085777703,-941.5917699218438,-1107.0951215003856,-23.178388848477667
-894.7368421052631,131.34420347470675,0.5759586531581287,-846.0499506830334,-836.3286120271069,-1001.8319636056488,-23.178388848477667
-789.4736842105264,131.34420347470675,0.5759586531581287,-740.7867927882968,-731.0654541323703,-896.5688057109121,-23.178388848477667
-684.2105263157895,131.34420347470675,0.5759586531581287,-635.5236348935599,-625.8022962376334,-791.3056478161752,-23.178388848477667
-578.9473684210527,131.34420347470675,0.5759586531581287,-530.2604769988232,-520.5391383428966,-686.0424899214385,-23.178388848477667
-473.68421052631584,131.34420347470675,0.5759586531581287,-424.99731910408616,-415.2759804481597,-580.7793320267015,-23.178388848477667
-368.42105263157896,131.34420347470675,0.5759586531581287,-319.7341612093493,-310.01282255342284,-475.5161741319646,-23.178388848477667
-263.1578947368422,131.34420347470675,0.5759586531581287,-214.47100331461252,-204.74966465868604,-370.2530162372278,-23.178388848477667
-157.89473684210532,131.34420347470675,0.5759586531581287,-109.20784541987571,-99.48650676394922,-264.989858342491,-23.178388848477667
-52.63157894736844,131.34420347470675,0.5759586531581287,-3.944687525138825,5.776651130787656,-159.72670044775413,-23.178388848477667
52.631578947368325,131.34420347470675,0.5759586531581287,101.31847036959792,111.0398090255244,-54.46354255301738,-23.178388848477667
157.8947368421052,131.34420347470675,0.5759586531581287,206.58162826433477,216.30296692026127,50.79961534171947,-23.178388848477667
263.1578947368421,131.34420347470675,0.5759586531581287,311.8447861590717,321.56612481499815,156.0627732364564,-23.178388848477667
368.42105263157896,131.34420347470675,0.5759586531581287,417.1079440538085,426.82928270973497,261.3259311311932,-23.178388848477667
473.6842105263156,131.34420347470675,0.5759586531581287,522.3711019485452,532.0924406044717,366.58908902592987,-23.178388848477667
