Complexity,Loss,Equation
59,0.3348209,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (sin(cos(((sin(x0 * x0) * 0.9214527) / 0.33171055) * x0)) / cos(cos(exp(sin(cos(x0)) + x0))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / sin(-0.18886301)) * 1.2291683) / sin(sin(cos(-0.92801046)))))) + -0.20175323)"
60,0.333658,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(-0.16571143 / x0)) / x0) + (sin(cos(((sin(x0 * x0) * 0.9214527) / sin(-0.33211407)) * x0)) / cos(cos(exp(cos(-0.18886301 * 0.61955833) / (cos(x0) + x0)))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / -0.18886301) * 1.2291683) / sin(0.6293999)))) + -0.20175323)"
61,0.33128422,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(-0.16571143 / x0)) / x0) + (sin(cos(((sin(x0 * x0) * 0.9214527) / sin(-0.33211407)) * x0)) / cos(cos(exp(cos(-0.18886301 * 0.61955833) / (cos(x0) + x0)))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / -0.18886301) * 1.2291683) / sin(sin(0.6293999))))) + -0.20175323)"
62,0.32848078,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (sin(cos(((sin(x0 * x0) * 0.9214527) / 0.33171055) * x0)) / cos(cos(exp(cos(-0.18886301 * 0.61955833) / (cos(x0) + x0)))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / -0.18886301) * 1.2291683) / sin(sin(sin(0.6293999)))))) + -0.20175323)"
63,0.32744688,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (sin(cos((sin(sin(x0 * x0) * 0.9214527) / 0.33171055) * x0)) / cos(cos(exp(cos(-0.18886301 * 0.61955833) / (cos(x0) + x0)))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / -0.18886301) * 1.2291683) / sin(sin(sin(0.6293999)))))) + -0.20175323)"
64,0.3270839,"(((cos((((x0 * -0.6532427) / sin(-0.33211407)) / sin(sin(-0.16571143) / x0)) / x0) + (sin(cos((sin(sin(x0 * x0) * 0.9214527) / sin(-0.33211407)) * x0)) / cos(cos(exp(cos(-0.18886301 * 0.61955833) / (cos(x0) + x0)))))) * (sin(-0.63668764) * ((sin(((x0 + -0.42864263) * x0) / -0.18886301) * 1.2291683) / sin(sin(sin(0.6293999)))))) + -0.20175323)"
67,0.31997952,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (-0.15426412 / x0)) / x0) + (cos((sin(sin(cos(sin(((((((x0 / exp(cos(-0.15426412))) + x0) + 1.4734191) / (x0 / -0.07667869)) / sin(0.021468058)) / 0.981607) + -0.011615376))) * x0) / 0.30186296) * x0) / cos(exp(-0.480142)))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / -0.19101758) + -0.084143296))) / 0.5977439) + -0.20619616)"
69,0.31872022,"((((cos((((x0 * -0.61940366) / sin(sin(-0.34601462))) / (-0.15426412 / x0)) / x0) + (cos((sin(sin(cos(sin(((((((x0 / (exp(-0.07667869) + 1.7742338)) + x0) + 1.4734191) / (x0 / -0.07667869)) / sin(0.021468058)) / 0.981607) + -0.011615376))) * x0) / -0.29912704) * x0) / cos(exp(-0.480142)))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + -0.084143296))) / 0.5977439) + -0.20619616)"
70,0.30724365,"(((((cos((((x0 * 0.6254186) / sin(-0.34539837)) / (-0.15369676 / x0)) / x0) + (cos((sin(sin(cos((sin(((x0 / exp(cos(0.4700818))) + x0) + 1.4732448) / ((x0 / (-0.07712135 / -1.0045075)) * x0)) / -0.020770434)) * x0) / 0.3022787) * x0) / sin(cos(-0.21347798)))) * (-0.7820561 * sin((((x0 + -0.4287644) * x0) / sin(-0.19088383)) + -0.084152915))) / cos(0.5978538)) + sin(-0.21347798)) * 1.2737621)"
72,0.29150572,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(sin(sin(-0.15426412)))) / x0)) / x0) + (sin(cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0)) / 0.6695342)) * (-0.819478 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + -0.084143296))) / cos(0.81375104)) + (-0.34601462 * cos(x0)))"
73,0.2811145,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(-0.15426412)) / x0)) / x0) + (sin(cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0)) / 0.6695342)) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + -0.084143296))) / sin(sin(sin(cos(0.81375104))))) + (-0.34601462 * cos(x0)))"
74,0.2797414,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(-0.15426412)) / x0)) / x0) + (sin(cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0)) / 0.6695342)) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + -0.084143296))) / sin(sin(sin(cos(cos(-0.7135369)))))) + (-0.34601462 * cos(x0)))"
75,0.27950776,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(-0.15426412)) / x0)) / x0) + (sin(cos((sin(cos(sin((((((x0 / exp(-1.0528184)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0)) / sin(0.6695342))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + -0.084143296))) / sin(sin(sin(cos(cos(0.81375104)))))) + (-0.34601462 * cos(x0)))"
80,0.27647448,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(-0.15426412)) / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + sin(-0.084143296)))) / sin(sin(cos(cos(0.81375104))))) + ((-0.20619616 + -0.19101758) * cos(x0)))"
81,0.2732462,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(-0.15426412)) / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + sin(-0.084143296)))) / sin(sin(cos(cos(sin(0.81375104)))))) + ((-0.20619616 + -0.19101758) * cos(x0)))"
82,0.27198535,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(-0.15426412)) / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + sin(-0.084143296)))) / sin(sin(cos(cos(sin(sin(0.81375104))))))) + ((-0.20619616 + -0.19101758) * cos(x0)))"
86,0.2709493,"((((cos((((x0 * 0.6184575) / sin(-0.34546742)) / (-0.15329231 / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.1543481)) + x0) + 1.4735477) / (((x0 / 0.07803291) / x0) / -1.021449)) / x0) / -0.021094322)) * x0) / -0.3238764) * x0) / cos(cos(cos((x0 + x0) / 0.9918862))))) * (-0.7821773 * sin((((x0 + sin(-0.42905694)) * x0) / sin(-0.1905209)) + -0.08416717))) / sin(sin(cos(sin(sin(x0 + (0.056120165 * 0.07854978))))))) + ((-0.20619224 + -0.1542602) * cos(x0)))"
88,0.26853487,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(sin(sin(-0.15426412))) / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.19101758)) + x0) + 1.4734191) / ((x0 / -0.07667869) / x0)) / x0) / sin(0.020421248))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / sin(-0.19101758)) + -0.084143296))) / sin(sin(cos(cos(sin(cos(exp(x0 + sin(x0))))))))) + ((-0.20619616 + (-0.19101758 * 0.81375104)) * cos(x0)))"
89,0.26658133,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (-0.15426412 / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.15426412)) + x0) + 1.4734191) / ((x0 / 0.07745148) / x0)) / x0) / sin(sin(-0.020568237)))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / -0.19101758) + (sin(-0.084143296) / log(1.8121568))))) / sin(sin(cos(cos(x0 / ((0.7855242 * x0) * (x0 + x0))))))) + ((-0.20619616 + -0.15426412) * cos(x0)))"
90,0.26482406,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (-0.15426412 / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.15426412)) + x0) + 1.4734191) / ((x0 / 0.07745148) / x0)) / x0) / sin(sin(-0.020568237)))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (-0.7821723 * sin((((x0 + -0.4289084) * x0) / -0.19101758) + (sin(-0.084143296) / log(1.8121568))))) / sin(sin(sin(cos(cos(x0 / ((0.7855242 * x0) * (x0 + x0)))))))) + ((-0.20619616 + -0.15426412) * cos(x0)))"
93,0.26287284,"((((cos((((x0 * -0.61940366) / sin(-0.34601462)) / (sin(-0.15426412) / x0)) / x0) + (cos((sin(cos(sin((((((x0 / exp(-0.15426412)) + x0) + 1.4734191) / ((x0 / 0.07745148) / x0)) / x0) / sin(-0.020568237))) * x0) / -0.32398844) * x0) / cos(cos(cos(x0 + x0))))) * (sin(-0.7821723) * sin((((x0 + -0.4289084) * x0) / -0.19101758) + sin(-0.084143296 / log(1.8121568))))) / (sin(sin(cos(cos(sin(cos(x0) / -1.4104185) / (x0 + x0))))) + sin(0.0058049606))) + ((-0.20619616 + -0.15426412) * cos(x0)))"
